class,id,high,weight,shangbiweisongjincha,xiongwei,huxicha,jiaowei,tunwei,jiankuan,gupenkuan,tizhong,tizhilv,jibenxinlv,xingongzhishu,maiyacha,feihuoliang,zuidasheyangliang,pingjunwoli,beijili,1minyangwoqizuo,lidingtiaoyuan,fuwocheng,xanzefanyingshi,50m,shizibianxiangpao,wangfanpao,fanfuhengkua,congcha,hengcha,zuoweitiqianqu,zhuanjian,litizhuanti,bimudanzu,1minpaowangqiu
1,11,0.009469697,0.009184845,0.2,0.010817308,0.130434783,0.005134788,0.004889976,0.011396011,0.014545455,0.007181329,-0.041666667,-0.027777778,-0.063636364,-0.068181818,0.11541502,0.035974304,0.214978032,0.10137457,0.142857143,0.064516129,0.4,-0.018518519,-0.031914894,-0.02994012,-0.021276596,0.057142857,-0.033898305,-0.02739726,0.054545455,0.029059829,-0.01910828,0.128205128,0.048275862
1,12,0.00998004,0.009815951,0.172413793,0.011734029,0.160714286,0.012383901,0.004920049,0.012158055,0.016129032,0.022421525,0,-0.01369863,-0.054263566,0,0.147922999,0.039529412,0.230144184,0.104609929,0.153846154,0.084337349,0.2,-0.018867925,-0.030612245,-0.028409091,-0.032679739,0.054054054,-0.02166065,-0.020761246,-0.046875,0.021410579,-0.016194332,0.24137931,0.0546875
1,13,0.010295127,0.008951407,0.217391304,0.012096774,0.155172414,0.006369427,0.005095541,0.012738854,0.017777778,0.009592326,0,-0.014492754,-0.066037736,0,0.155319149,0.038763267,0.252200762,0.11302682,0.148148148,0.08045977,0.444444444,-0.01754386,-0.032967033,-0.031446541,-0.021582734,0.057142857,-0.036585366,-0.027906977,0.047619048,0.012802276,-0.015444015,0.184210526,0.047945205
1,14,0.00994695,0.010322581,0.222222222,0.011889036,0.204545455,0.00608828,0.007263923,0.012232416,0.033898305,0.008547009,-0.045454545,-0.013333333,-0.063063063,0,0.171260997,0.072023518,0.18960267,0.095779221,0.16,0.086419753,0.625,-0.017857143,-0.030927835,-0.026737968,-0.039735099,0.024390244,-0.028985507,-0.026200873,0.065217391,0.026479751,-0.01320132,0.162790698,0.049295775
1,15,0.009696186,0.009592326,0.291666667,0.011406844,0.109375,0.005249344,0.004576659,0.012012012,0.015444015,-0.00617284,0,-0.015873016,-0.083333333,0.055555556,0.123991507,0.031951312,0.152361934,0.103146853,0.181818182,0.088050314,0.363636364,-0.019230769,-0.031914894,-0.030120482,-0.041958042,0.054054054,-0.02739726,-0.023529412,0.090909091,0.025449102,-0.013651877,0.269230769,0.050359712
1,16,0.009640103,0.00973236,0.142857143,0.010989011,0.121212121,0.005347594,0.00462963,0.011461318,0.015151515,0.007590133,-0.043478261,-0.014285714,-0.067961165,0,0.088479263,0.038391225,0.201873093,0.100682594,0.142857143,0.084337349,0.4,-0.018181818,-0.033707865,-0.032894737,-0.0234375,0.057142857,-0.037037037,-0.026785714,0.122807018,0.025954198,-0.014652015,0.21875,0.045751634
1,17,0.009848982,0.009489917,0.238095238,0.01142132,0.15,0.006722689,0.005037783,0.011976048,0.015873016,0.00845666,0,-0.028985507,-0.066037736,0,0.119427403,0.036633232,0.243361345,0.093949045,0.125,0.082352941,0.214285714,-0.018181818,-0.032967033,-0.029761905,-0.02189781,0.026315789,-0.032085561,-0.025104603,0.055555556,0.023709902,-0.013605442,0.304347826,0.107142857
1,18,0.010217984,0.00656168,0.208333333,0.01294964,0.195652174,0.00681431,0.005369128,0.012461059,0.016129032,0.008849558,0,-0.01369863,-0.059322034,-0.074074074,0.15328084,0.035338662,0.220586018,0.106884058,0.133333333,0.083832335,1.75,-0.018518519,-0.031578947,-0.030674847,-0.020689655,0.05,-0.053097345,-0.03125,0.056074766,0.026645768,-0.013986014,0.205882353,0.049295775
1,19,0.009299442,0.009142857,0.466666667,0.011221945,0.123287671,0.005284016,0.00436205,0.011204482,0.014035088,0.007312614,0,-0.013888889,-0.064220183,0,0.105225225,0.034132466,0.181415468,0.089802131,0.121212121,0.082840237,2,-0.018518519,-0.030927835,-0.028409091,-0.027027027,0.064516129,-0.026431718,-0.02006689,-0.107142857,0.022788204,-0.012618297,0.259259259,0.0546875
1,20,0.009696186,0.009650181,0.172413793,0.011553273,0.15,0.001416431,0.004739336,0.01183432,0.015873016,-0.007751938,0,-0.013333333,-0.058823529,0,0.126681128,0.033559728,0.197191409,0.09470305,0.121212121,0.081871345,0.833333333,-0.018867925,-0.032967033,-0.032679739,-0.02173913,0.051282051,-0.060240964,-0.028037383,0.05,0.023709902,-0.014285714,0.159090909,0.047619048
1,21,0.006116208,0.008928571,0.208333333,0.010309278,0.132352941,0.005102041,0.004381161,0.011019284,0.014134276,0.007246377,-0.043478261,-0.028571429,-0.056910569,0,0.108955224,0.035338662,0.169572578,0.102076125,0.125,0.083333333,0.25,-0.017857143,-0.030612245,-0.026455026,-0.02027027,0.052631579,-0.030456853,-0.024096386,0.2,0.027597403,-0.013651877,0.233333333,0.048951049
1,22,0.009439899,0.009205984,0.272727273,0.01048951,0.152542373,0.00520156,0.004474273,0.011594203,0.01459854,0.007736944,0,-0.015625,-0.074468085,0,0.128070175,0.037316748,0.212592558,0.099662162,0.133333333,0.080924855,1.2,-0.018518519,-0.032967033,-0.019354839,-0.02189781,0.066666667,-0.095588235,-0.03125,0.031914894,0.02143951,-0.015625,0.194444444,0.050724638
1,23,0.009966777,0.009815951,0.147058824,0.011889036,0.157894737,0.00608828,0.004860267,0.012048193,0.016877637,0.002145923,0,-0.014084507,-0.056074766,0,0.14556331,0.036633232,0.234801489,0.103873239,0.142857143,0.084337349,0.857142857,-0.018181818,-0.032608696,-0.030674847,-0.021428571,0.058823529,-0.056074766,-0.033519553,0.034090909,0.026687598,-0.014285714,0.225806452,0.055555556
1,24,0.010504202,0.010596026,0.263157895,0.013372957,0.2,0.007366483,0.005457026,0.013245033,0.01826484,0.011204482,0,-0.014492754,-0.066037736,0,0.171260997,0.039142591,0.290588534,0.118236473,0.137931034,0.084848485,0.214285714,-0.019230769,-0.021505376,-0.03030303,-0.020833333,0.023255814,-0.083333333,-0.052173913,0.024,0.03125,-0.014760148,0.25,0.05511811
1,25,0.009894459,0.010025063,0.555555556,0.012113055,0.147540984,0.006269592,0.004907975,0.01183432,0.016064257,0.008733624,0,-0.015151515,-0.068627451,0,0.17804878,0.065082645,0.209311741,0.09335443,0.173913043,0.08,0.4,-0.017241379,-0.03125,-0.027932961,-0.021126761,0.055555556,-0.032085561,-0.02739726,0.057692308,0.022624434,-0.015037594,0.179487179,0.05982906
1,26,0.009416196,0.009356725,0.291666667,0.011042945,0.134328358,0.005319149,0.00472255,0.011267606,0.014388489,0.007366483,0,-0.014925373,-0.065420561,0,0.140926641,0.041156296,0.205971782,0.088455772,0.16,0.082352941,0.625,-0.017857143,-0.031578947,-0.029069767,-0.021428571,0.068965517,-0.031088083,-0.025862069,0.053571429,0.029982363,-0.013559322,0.166666667,0.04964539
1,27,0.010107817,0.010075567,0.642857143,0.011612903,0.163636364,0.0056899,0.004750594,0.018404908,0.016393443,0.00886918,0,-0.03125,-0.048192771,0,0.172781065,0.031951312,0.215727643,0.106690778,0.181818182,0.106918239,0.363636364,-0.019230769,-0.030927835,-0.028248588,-0.020547945,0.054054054,-0.02764977,-0.024096386,0.065217391,0.024216524,-0.013986014,0.346153846,0.050359712
1,28,0.009791123,0.010948905,0.142857143,0.012569832,0.098360656,0.005997001,0.004895961,0.011661808,0.02734375,0.015021459,0,-0.016666667,-0.072916667,0.057142857,0.144197531,0.036633232,0.170243975,0.10137457,0.142857143,0.090909091,0.4,-0.018518519,-0.032608696,-0.025477707,-0.02173913,0.055555556,-0.034883721,-0.027522936,0.049180328,0.027113238,-0.011070111,0.2,0.044303797
1,29,0.007119741,0.009626955,0.192307692,0.007874016,0.157894737,0.005847953,0.001210654,0.01183432,0.015564202,0.007920792,0,-0.029411765,-0.067307692,-0.142857143,0.154133333,0.036300778,0.243212704,0.098006645,0.129032258,0.076923077,0.153846154,-0.018518519,-0.034090909,-0.033557047,-0.022900763,0.052631579,-0.04379562,-0.033519553,0.064935065,0.02681388,-0.013513514,0.291666667,0.050724638
1,30,0.009445844,0.004694836,0.208333333,0.011764706,0.08,0.006163328,0.004975124,0.011299435,0.014925373,0.007736944,0,-0.013513514,-0.060344828,0,0.185396825,0.035338662,0.193819463,0.091331269,0.133333333,0.083832335,1.5,-0.018181818,-0.03125,-0.027322404,-0.021582734,0.05,-0.048,-0.037974684,0.035294118,0.028571429,-0.013986014,0.269230769,0.049295775
1,31,0.010231924,0.010191083,0.28,0.012784091,0.204081633,0.006756757,0.009020619,0.012383901,0.016326531,0.00990099,0,-0.015384615,-0.065420561,0,0.190201729,0.03442623,0.214225412,0.118081181,0.117647059,0.084848485,0.4,-0.018181818,-0.032967033,-0.030487805,-0.022058824,0.054054054,-0.033898305,-0.02739726,0.055555556,0.029360967,-0.012618297,0.259259259,0.0546875
1,32,0.009823183,0.00976801,0.130434783,0.011568123,0.15,0.00622084,0.005050505,0.026785714,0.015936255,0.0078125,0,-0.013333333,-0.058333333,0,0.143488943,0.039142591,0.214940392,0.102076125,0.125,0.083832335,0.666666667,-0.018867925,-0.031578947,-0.029239766,-0.028169014,0.051282051,-0.021126761,-0.042944785,-0.044776119,0.026234568,-0.014925373,0.388888889,0.047619048
1,33,0.009721322,0.010050251,0.363636364,0.011306533,0.147540984,0.006482982,0.004878049,0.01179941,0.015444015,0.009153318,0,-0.016666667,-0.058823529,0,0.138795181,0.035338662,0.210053778,0.103146853,0.1,0.083333333,0.5,-0.017857143,-0.032258065,-0.027932961,-0.021582734,0.052631579,-0.035928144,-0.025104603,0.046875,0.027113238,-0.013605442,0.233333333,0.048951049
1,34,0.009363296,0.009205984,0.263157895,0.010817308,0.130434783,0.005813953,0.004561003,0.011173184,0.014440433,0.007220217,-0.045454545,-0.015625,-0.066666667,0,0.1830721,0.038026256,0.165240701,0.098827471,0.125,0.078651685,0.8,-0.018518519,-0.031914894,-0.025806452,-0.021126761,0.057142857,-0.034482759,-0.069444444,0.051724138,0.028716216,-0.016326531,0.194444444,0.05
1,35,0.010217984,0.010322581,0.4,0.012430939,0.163636364,0.007117438,0.005208333,0.012195122,0.018348624,0.00862069,0,-0.015151515,-0.05,0,0.250485437,0.036633232,0.251167618,0.13671875,0.142857143,0.084337349,0.714285714,-0.018181818,-0.030612245,-0.030674847,-0.02,0.058823529,-0.035502959,-0.028037383,0.053571429,0.022309711,-0.003546099,0.225806452,0.055555556
1,36,0.009230769,0.009060023,0.227272727,0.01120797,0.152542373,0.005788712,0.004509583,0.010989011,0.01048951,0.007246377,0,-0.014285714,-0.059322034,0,0.118699187,0.033005894,0.161368554,0.089802131,0.16,0.083333333,0.444444444,-0.018518519,-0.034090909,-0.032258065,-0.024,0.09375,-0.127659574,-0.04137931,0.01734104,0.034412955,-0.015810277,0.409090909,0.052238806
1,37,0.009855453,0.00968523,0.3,0.011873351,0.095238095,0.006153846,0.004854369,0.012084592,0.016129032,0.00811359,0,-0.014492754,-0.064220183,0,0.144197531,0.036300778,0.223260386,0.098662207,0.085714286,0.08045977,0.133333333,-0.01754386,-0.03125,-0.024096386,-0.021582734,0.058823529,-0.033898305,-0.02739726,0.05,0.025835866,-0.013513514,0.205882353,0.066176471
1,38,0.010737294,0.010680908,0.421052632,0.016467066,0.18,0.00744879,0.005524862,0.013422819,0.018867925,0.026595745,0,-0.015384615,-0.068627451,0,0.205633803,0.036633232,0.248757804,0.124210526,0.133333333,0.081871345,0.176470588,-0.019230769,-0.031914894,-0.024539877,-0.021276596,0,-0.072289157,-0.030456853,0.019736842,0.038240918,-0.014234875,0.155555556,0.053435115
1,39,0.006082725,0.008918618,0.227272727,0.010935601,0.138461538,-0.004132231,0.008928571,0.00273224,0.01369863,0.00744879,0,-0.043478261,-0.091743119,0,0.134562212,0.05144537,0.196988158,0.093949045,0.142857143,0.106508876,1,-0.018867925,-0.021276596,-0.024242424,-0.027586207,0.05,-0.030456853,-0.025862069,0.310344828,0.027027027,-0.014388489,0.285714286,0.046357616
1,40,0.011125654,0.009720535,0.32,0.017218543,0.136363636,0.001658375,0.001199041,0.005830904,0.007905138,0,-0.058823529,-0.044776119,-0.086538462,0.083333333,0.158695652,0.036300778,0.211236472,0.114235501,0.153846154,0.089820359,1.6,0.019230769,-0.022222222,-0.020547945,-0.02173913,0.058823529,-0.044444444,-0.030150754,0.028846154,0.029929577,-0.004310345,0.275862069,0.047945205
5,161,0.004860267,0.003386005,0.03125,0.017084282,0.013333333,0.054973822,0.003215434,0.005602241,0.010033445,0.062056738,0.041666667,0.063492063,0.010638298,0.114285714,-0.028507795,-0.04194966,0.042284999,0.033923304,-0.035714286,0.01744186,-0.125,-0.018518519,-0.010752688,-0.012195122,-0.006993007,0,0.102564103,0.080808081,-0.16,0.033548387,-0.027681661,0.029411765,0.02173913
5,162,0.009759271,0.00729927,0.15,0.028325123,-0.044117647,0.056300268,0.006629834,0.012012012,0.01171875,0.071574642,0.105263158,-0.012987013,0,0.051282051,0.018897638,-0.030244839,0.030018365,0.039723661,-0.033333333,0.017857143,0,-0.018181818,0,-0.006329114,0,0,0.02690583,0.02189781,-0.133333333,0.034759358,-0.029411765,0.074074074,0.021276596
5,163,0.008592201,0.00871731,0.047619048,0.017195767,2.41E-15,0.065318818,0.00969697,0.011695906,0.010948905,0.068093385,0.090909091,0.029850746,0.010416667,0,0.019512195,-0.026980728,0.025653417,0.04159132,-0.034482759,0.043209877,0.5,0,-0.01,-0.010752688,-0.006711409,0,0.040816327,0.029268293,0.02173913,0.051324503,-0.028368794,0.1,0
5,164,0.009078212,0.009234828,0.052631579,0.017520216,0.018867925,0.071794872,0.008053691,0.012539185,0.014150943,0.096418733,0.142857143,0.013333333,0.008196721,0,0.016408387,-0.032898172,0.075902877,0.048117155,0,0.018181818,0.666666667,0,-0.01010101,-0.011363636,-0.006578947,0,0.044117647,0.033898305,-0.019230769,0.046678636,-0.025806452,0.03030303,0.022556391
5,165,0.008807588,0.008917197,0.037037037,0.017379679,2.45E-15,0.070351759,0.007662835,0.012307692,0.025316456,0.081775701,0.133333333,0,0.019047619,0,0.014652015,-0.027728873,0.038783842,0.047531993,-0.03030303,0.01863354,-0.1,0,-0.010526316,-0.012048193,-0.007246377,-0.023255814,0.034285714,0.027149321,-0.036363636,0.04467354,-0.033613445,0.071428571,0.020408163
5,166,0.008452536,0.008454106,0.043478261,0.016752577,0.016129032,0.06431853,0.007211538,0.011661808,0.012195122,0.071574642,0.105263158,0.01369863,0.017699115,0,0.014206788,-0.030552861,0.036945744,0.038785835,-0.04,0.04516129,-0.125,0,-0.011111111,-0.006289308,-0.007462687,0,0.031088083,0.024691358,-0.055555556,0.040185471,-0.030075188,0,0.064
5,167,0.008707301,0.008567931,0.034482759,0.0171278,2.41E-15,0.070987654,0.00486618,0.005952381,0.011764706,0.074946467,0.111111111,0.048387097,0.023529412,0,0.016566958,-0.025819672,0.027976323,0.040069686,-0.033333333,0.017964072,-0.1,0,-0.011235955,-0.006410256,-0.007352941,0,0.032786885,0.026548673,-0.043478261,0.043117745,-0.026490066,0.060606061,0.020979021
5,168,0.008238276,0.008254717,-0.041666667,0.028465347,0.014925373,0.060344828,0.007083825,0.011869436,0.011320755,0.068897638,0.105263158,0.01369863,0.016666667,0,0.018789144,0,0.027471682,0.0368,-0.038461538,0.018181818,-0.111111111,0,-0.010752688,-0.011904762,-0.007142857,0,0.103225806,0.065420561,-0.064935065,0.038632987,-0.028469751,0.066666667,0.053571429
5,169,0.010547132,0.008567931,0.055555556,0.016795866,0.089285714,0.065420561,0.007481297,0.012539185,0.020242915,0.075593952,0.133333333,0.013333333,0.01754386,0,0.018108652,-0.030867222,0.032371411,0.037828947,-0.033333333,0.019354839,-0.1,0,-0.011111111,-0.012195122,-0.007407407,0,0.028571429,0.022813688,0.045454545,0.040816327,-0.025157233,0.0625,0.025210084
5,170,0.008678238,0.008674102,0.032258065,0.017150396,0.015873016,0.063253012,0.007518797,0.012158055,0.029535865,0.079726651,0.125,0.013888889,0.016806723,0.026315789,0.0192,-0.029356943,0.038574812,0.0395189,-0.034482759,0.017857143,-0.090909091,0,-0.010416667,-0.01183432,-0.014184397,0,0.032967033,0.024291498,-0.04,0.04290429,-0.02962963,0,0.025641026
5,171,0.008519004,0.008515815,0.041666667,0.017449664,-0.016666667,0.066455696,0.007290401,0.012578616,0.012096774,0.088383838,0.153846154,-0.025641026,-0.022727273,0,0.016941176,-0.033262936,0.032424048,0.036395147,-0.041666667,0.019230769,0,0,-0.01010101,-0.011494253,-0.006802721,0,0.046875,0.032967033,-0.015873016,0.045454545,-0.02919708,0.076923077,0.020833333
5,172,0.00848564,0.008443908,0.045454545,0.019583843,0.014492754,0.059405941,0.006779661,0.011869436,0.011152416,0.062836625,0,0.014492754,0.019047619,0,0.015371477,-0.027474924,0.033105993,0.038851351,-0.026315789,0.017964072,-0.111111111,0,-0.010752688,-0.012195122,-0.00729927,0,0.023715415,0.019672131,0.052631579,0.03307888,-0.029520295,0.095238095,0.018987342
5,173,0.008109794,0.008009153,0.041666667,0.016927083,0.056338028,0.074013158,0.007255139,0.011173184,0.010416667,0.071574642,0.117647059,0.032258065,0.023255814,0,0.016378526,-0.055471698,0.017935732,0.036741214,-0.04,0.01734104,0.333333333,0,-0.010869565,-0.005780347,-0.007462687,0,0.056701031,0.024896266,-0.055555556,0.032786885,-0.028846154,0,0.023255814
5,174,0.006863418,0.006596306,0.125,0.018232819,0.1,0.074074074,0.007926024,0.013245033,0.012396694,0.111702128,0.133333333,0.01369863,0.017857143,0.088235294,0.0909699,-0.030244839,0.047218037,0.046678636,-0.028571429,0.018181818,-0.0625,0,-0.010752688,-0.01242236,-0.007194245,0,0.028985507,0.022900763,-0.071428571,0.039453718,-0.029411765,0,0.019736842
5,175,0.008207071,0.008168028,0.04,0.01536643,0.01369863,0.057377049,0.006872852,0.011661808,0.011811024,0.069724771,0.090909091,0.015151515,0.02020202,0,0.018227848,-0.026740238,0.030249011,0.040925267,-0.032258065,0.01744186,-0.142857143,0,-0.01010101,-0.011428571,-0.006802721,0,0.036144578,0.02690583,-0.030769231,0.048327138,-0.026845638,0.074074074,0.024590164
5,176,0.00843061,0.008547009,0.148148148,0.015738499,-0.014925373,0.059490085,0.006952491,0.01179941,0.01119403,0.072016461,0.105263158,0.014705882,0.018867925,0,0.02005571,-0.027728873,0.036405144,0.03814262,0,0.017964072,1.5,0,-0.010204082,-0.012269939,-0.006896552,0,0.034682081,0.026315789,-0.033333333,0.043551089,-0.027586207,0.08,0.022058824
5,177,0.008397933,0.008588957,0.038461538,0.01543943,-0.029411765,0.057931034,0.007067138,0.011695906,0.012295082,0.061728395,0,0.01369863,0.016806723,0,0.015873016,-0.027474924,0.026987075,0.035658915,-0.033333333,0.017857143,-0.076923077,0,-0.010752688,-0.012578616,-0.00729927,0,0.038216561,0.027906977,-0.06097561,0.041533546,-0.028776978,0.074074074,0.02238806
5,178,0.008713137,0.008894536,0.047619048,0.016688062,0.016949153,0.063063063,0.007272727,0.012084592,0.017621145,0.082105263,0.111111111,0.016129032,0.024390244,0,0.017681729,-0.024551832,0.034695129,0.042671614,-0.029411765,0.038216561,-0.071428571,0,-0.010526316,-0.0125,-0.007246377,-0.024390244,#DIV/0!,0.082191781,-0.011976048,0.068181818,-0.030487805,-0.027027027,0.020547945
5,179,0.005464481,0.003325942,0.03030303,0.012687428,0.013157895,0.063186813,0.006550218,0.010958904,0.010380623,0.059726962,0.111111111,0.013888889,0.01754386,-0.111111111,0.013114754,-0.028519692,0.028341939,0.034690799,-0.035714286,0.019480519,-0.111111111,0,-0.010638298,-0.012121212,-0.007042254,0,0.034883721,0.044642857,-0.035087719,0.034255599,-0.026229508,0.083333333,0.02173913
5,180,0.008054523,0.007972665,0.04,0.015204678,0.01369863,0.06025825,0.010067114,0.011204482,0.010909091,0.065055762,0.105263158,0.014705882,0.018691589,-0.025,0.014371257,-0.027987561,0.028943412,0.037398374,-0.041666667,0.018404908,-0.090909091,0,-0.010526316,-0.011560694,-0.006849315,0,0.050847458,0.034682081,-0.018348624,0.036312849,-0.031746032,0.052631579,0.022727273
5,181,0.008789723,0.008928571,-0.074074074,0.018335684,0.016949153,0.070707071,0.00498132,0.003067485,0.013513514,0.077951002,0.117647059,-0.013157895,0.016,0,0.015364917,-0.029356943,0.035071019,0.04518664,-0.037037037,0.018181818,-0.166666667,0,-0.010869565,0.00617284,-0.007462687,0,0.105263158,0.125,-0.056338028,0.049335863,-0.031914894,-0.042553191,0.025423729
5,182,0.008425146,0.00862069,0.041666667,0.016709512,0.016666667,0.063926941,0.007211538,0.006006006,0.024291498,0.074946467,0.125,0.014925373,0.019607843,0,0.018604651,-0.026740238,0.036595687,0.039930556,-0.032258065,0.017857143,-0.083333333,0,-0.010752688,-0.011695906,-0.007246377,0,0.045454545,0.018461538,0.035087719,0.03190184,-0.028571429,0.066666667,0.021428571
5,183,0.008201893,0.008064516,0.043478261,0.015970516,0.014705882,0.0625,0.006880734,0.011594203,0.010204082,0.070850202,0.05,0.014285714,0.017857143,-0.05,0.017433414,-0.02475442,0.029430469,0.038720539,-0.034482759,0.018867925,-0.1,0,-0.011235955,-0.012048193,-0.007352941,0,0.036809816,0.024390244,0.048387097,0.036262204,-0.030188679,0.071428571,0.02173913
5,184,0.006234414,0.005727377,0.088235294,0.008464329,-0.014084507,0.063953488,0.006644518,0.011142061,0.010948905,0.060763889,0.047619048,-0.037974684,0.016,-0.047619048,0.015557476,-0.031515758,0.029663147,0.037216828,-0.03125,0.016483516,-0.125,0,-0.010638298,-0.005813953,-0.007142857,0,0.030612245,0.022641509,-0.068965517,0.037790698,-0.029520295,0.058823529,0.024193548
5,185,0.008480104,0.008567931,0.055555556,0.017195767,0.016393443,0.06501548,0.007308161,0.011940299,0.013333333,0.074309979,0.105263158,0.014705882,0.018867925,0,0.022570533,-0.027474924,0.031615758,0.038800705,-0.051282051,0.01734104,-0.111111111,0,-0.010869565,-0.012658228,-0.007407407,-0.027777778,0.037037037,-0.014705882,-0.025,0.046263345,-0.03257329,0.222222222,0.019354839
5,186,0.008695652,0.010088272,0.047619048,0.019287834,0.020408163,0.074074074,0.007343941,0.012738854,0.013392857,0.079569892,0.055555556,0.015151515,0.02,0,0.017690418,-0.025819672,0.036165433,0.04159132,-0.034482759,0.030487805,0,0,-0.010752688,-0.012987013,-0.007194245,-0.026315789,0.024193548,0.021505376,0.117647059,0.040816327,-0.032786885,0.064516129,0.019736842
5,187,0.011871508,0.01310616,0.235294118,0.017241379,2.63E-15,0.06501548,0.007334963,0.012987013,0.014150943,0.091623037,0.133333333,0.087719298,0.025316456,0,0.019098143,-0.023402675,0.042042421,0.045544554,-0.027027027,0.01910828,-0.05,0,-0.010309278,-0.012121212,-0.006993007,0,0.038216561,0.028571429,-0.026666667,0.044596913,-0.031128405,0.074074074,0.02173913
5,188,0.008344031,0.008393285,0.038461538,0.029150824,0.016949153,0.064714946,0.007185629,0.011363636,0.011904762,0.073375262,0.117647059,0.014285714,0.018691589,0,0.017183771,-0.030867222,0.032410186,0.038720539,-0.03125,0.017142857,-0.090909091,0,-0.011494253,-0.013422819,-0.007692308,0,0.032608696,0.025531915,-0.036363636,0.025936599,-0.030434783,0.058823529,0.019480519
